CustomerId,recency,frequency,total_amount,cluster,is_high_risk
CustomerId_1882,19,4,6500.0,1,0
CustomerId_1884,72,1,10000.0,0,1
CustomerId_1885,30,1,150000.0,1,0
CustomerId_1886,50,3,7000.0,0,1
CustomerId_1887,56,1,1000.0,0,1
CustomerId_1888,63,1,10000.0,0,1
CustomerId_1889,5,67,338150.4,1,0
CustomerId_1890,6,9,80000.0,1,0
CustomerId_1891,45,11,2008840.0,0,1
CustomerId_1892,12,1,10000.0,1,0
CustomerId_1895,84,13,10948.0,0,1
CustomerId_1898,6,59,220000.0,1,0
CustomerId_1899,12,10,50000.0,1,0
CustomerId_1900,39,1,30000.0,0,1
CustomerId_1901,12,17,80000.0,1,0
CustomerId_1903,20,1,10000.0,1,0
CustomerId_1906,31,43,190795.0,1,0
CustomerId_1907,78,2,11000.0,0,1
CustomerId_1908,26,152,128387.0,1,0
CustomerId_1911,21,41,5216371.0,1,0
CustomerId_1913,77,1,500.0,0,1
CustomerId_1914,77,5,10750.0,0,1
CustomerId_1915,34,11,4624.0,1,0
CustomerId_1916,11,16,12885.0,1,0
CustomerId_1917,37,7,320000.0,0,1
CustomerId_1918,65,1,500.0,0,1
CustomerId_1919,47,5,19000.0,0,1
CustomerId_1922,12,5,20000.0,1,0
CustomerId_1923,6,5,20000.0,1,0
CustomerId_1925,26,45,58175.0,1,0
CustomerId_1927,32,4,18800.0,1,0
CustomerId_1928,26,3,900.0,1,0
CustomerId_1929,1,259,904062.01,1,0
CustomerId_1930,47,6,19000.0,0,1
CustomerId_1931,12,10,40000.0,1,0
CustomerId_1932,58,32,29150.0,0,1
CustomerId_1935,71,1,1000.0,0,1
CustomerId_1937,7,67,240540.0,1,0
CustomerId_1938,33,66,73727.0,1,0
CustomerId_1942,40,7,2900.0,0,1
CustomerId_1943,28,52,55890.0,1,0
CustomerId_1944,7,6,68000.0,1,0
CustomerId_1945,25,4,6850.0,1,0
CustomerId_1946,1,20,80000.0,1,0
CustomerId_1947,81,28,164530.0,0,1
CustomerId_1950,47,9,39000.0,0,1
CustomerId_1951,38,2,2000.0,0,1
CustomerId_1956,2,60,118840.0,1,0
CustomerId_1961,3,1,1000.0,1,0
CustomerId_1963,86,6,14450.0,0,1
CustomerId_1965,6,25,126500.0,1,0
CustomerId_1966,67,1,10000.0,0,1
CustomerId_1967,16,5,8950.0,1,0
CustomerId_1968,3,8,17650.0,1,0
CustomerId_1969,2,106,579084.0,1,0
CustomerId_1970,20,7,13750.0,1,0
CustomerId_1971,47,6,19000.0,0,1
CustomerId_1972,37,2,-500.0,0,1
CustomerId_1973,6,10,40000.0,1,0
CustomerId_1974,1,25,97000.0,1,0
CustomerId_1975,54,6,19000.0,0,1
CustomerId_1976,1,144,404177.0,1,0
CustomerId_1978,33,6,20000.0,1,0
CustomerId_1979,83,181,306568.0,0,1
CustomerId_1980,1,2,100500.0,1,0
CustomerId_1981,43,8,4965.0,0,1
CustomerId_1983,61,13,24000.0,0,1
CustomerId_1984,34,1,540000.0,1,0
CustomerId_1985,1,73,178584.0,1,0
CustomerId_1986,37,2,-500.0,0,1
CustomerId_1987,1,425,2311966.6,1,0
CustomerId_1988,19,24,1912705.0,1,0
CustomerId_1990,33,6,20000.0,1,0
CustomerId_1991,12,4,10000.0,1,0
CustomerId_1994,21,9,2995.0,1,0
CustomerId_1995,11,278,947156.64,1,0
CustomerId_1996,15,16,53882.0,1,0
CustomerId_1997,86,5,3260.0,0,1
CustomerId_1998,13,3,20000.0,1,0
CustomerId_1999,25,2,101500.0,1,0
CustomerId_2,84,1,-10000.0,0,1
CustomerId_2001,82,14,9770.0,0,1
CustomerId_2002,11,2,5500.0,1,0
CustomerId_2003,12,15,92574.0,1,0
CustomerId_2004,72,2,1500.0,0,1
CustomerId_2006,55,75,720830.0,0,1
CustomerId_2007,87,1,500.0,0,1
CustomerId_2008,83,1,500.0,0,1
CustomerId_2009,13,15,65000.0,1,0
CustomerId_2012,47,17,45500.0,0,1
CustomerId_2013,6,146,351506.0,1,0
CustomerId_2014,33,6,20000.0,1,0
CustomerId_2015,5,10,40000.0,1,0
CustomerId_2016,55,15,14778.0,0,1
CustomerId_2017,22,85,119965.0,1,0
CustomerId_2018,2,9,30000.0,1,0
CustomerId_2019,85,1,2000.0,0,1
CustomerId_2020,12,5,15000.0,1,0
CustomerId_2022,84,4,1425.0,0,1
CustomerId_2025,33,6,19000.0,1,0
CustomerId_2029,4,1,1000.0,1,0
CustomerId_2030,19,1,2000.0,1,0
CustomerId_2032,3,67,239000.0,1,0
CustomerId_2033,8,76,105350.0,1,0
CustomerId_2034,19,15,54000.0,1,0
CustomerId_2035,10,10,21680.0,1,0
CustomerId_2036,87,1,50000.0,0,1
CustomerId_2039,57,1,500.0,0,1
CustomerId_2040,2,1,150000.0,1,0
CustomerId_2041,10,7,30480.0,1,0
CustomerId_2042,1,20,90000.0,1,0
CustomerId_2046,51,1,5000.0,0,1
CustomerId_2048,18,1,-1000.0,1,0
CustomerId_2049,66,1,1000.0,0,1
CustomerId_2051,5,61,310200.0,1,0
CustomerId_2052,3,197,278224.0,1,0
CustomerId_2053,16,1,1000.0,1,0
CustomerId_2054,14,8,4880.0,1,0
CustomerId_2055,30,12,34590.0,1,0
CustomerId_2056,39,20,42875.0,0,1
CustomerId_2057,54,6,19000.0,0,1
CustomerId_2059,44,1,1100.0,0,1
CustomerId_2061,12,14,40000.0,1,0
CustomerId_2062,5,17,44405.0,1,0
CustomerId_2063,13,24,100000.0,1,0
CustomerId_2064,18,40,81095.0,1,0
CustomerId_2065,30,7,6900.0,1,0
CustomerId_2067,1,1,2000.0,1,0
CustomerId_2068,1,119,297838.0,1,0
CustomerId_2069,2,50,235515.0,1,0
CustomerId_2071,13,1,10000.0,1,0
CustomerId_2072,1,34,141000.0,1,0
CustomerId_2073,40,1,1000.0,0,1
CustomerId_2074,54,6,19000.0,0,1
CustomerId_2075,18,7,12860.0,1,0
CustomerId_2076,79,1,1500.0,0,1
CustomerId_2078,24,8,59930.0,1,0
CustomerId_2081,52,1,4000.0,0,1
CustomerId_2083,29,1,1000.0,1,0
CustomerId_2085,71,1,5000.0,0,1
CustomerId_2086,8,3,51480.0,1,0
CustomerId_2089,86,6,9920.0,0,1
CustomerId_2093,6,25,162000.0,1,0
CustomerId_2094,3,156,492544.6,1,0
CustomerId_2095,3,1,10000.0,1,0
CustomerId_2097,33,3,100000.0,1,0
CustomerId_2098,75,1,10000.0,0,1
CustomerId_2099,89,5,20000.0,0,1
CustomerId_2101,80,1,500.0,0,1
CustomerId_2102,54,7,39000.0,0,1
CustomerId_2103,54,6,19000.0,0,1
CustomerId_2104,68,6,19000.0,0,1
CustomerId_2105,20,1,1000.0,1,0
CustomerId_2106,1,14,50000.0,1,0
CustomerId_2107,12,7,40000.0,1,0
CustomerId_2108,33,2,40500.0,1,0
CustomerId_2109,38,3,1000.0,0,1
CustomerId_2110,91,1,1000.0,0,1
CustomerId_2111,1,111,247368.0,1,0
CustomerId_2115,27,1,2000.0,1,0
CustomerId_2116,85,1,2000.0,0,1
CustomerId_2117,1,14,50000.0,1,0
CustomerId_2120,19,5,20000.0,1,0
CustomerId_2122,9,1,500.0,1,0
CustomerId_2123,39,4,2500.0,0,1
CustomerId_2126,1,18,10300.0,1,0
CustomerId_2127,1,9,18650.0,1,0
CustomerId_2130,12,29,103476.0,1,0
CustomerId_2133,36,9,59800.0,1,0
CustomerId_2134,33,17,80000.0,1,0
CustomerId_2135,4,82,131300.04,1,0
CustomerId_2136,61,2,950.0,0,1
CustomerId_2137,6,40,164000.0,1,0
CustomerId_2138,5,14,80000.0,1,0
CustomerId_2139,54,1,1000.0,0,1
CustomerId_2140,1,13,50000.0,1,0
CustomerId_2141,64,1,10000.0,0,1
CustomerId_2142,34,28,125700.0,1,0
CustomerId_2143,55,1,500000.0,0,1
CustomerId_2144,55,4,17000.0,0,1
CustomerId_2145,1,19,70000.0,1,0
CustomerId_2147,2,1,10000.0,1,0
CustomerId_2148,33,3,9000.0,1,0
CustomerId_2149,12,9,40000.0,1,0
CustomerId_2150,19,25,24137.0,1,0
CustomerId_2151,51,1,6000.0,0,1
CustomerId_2152,29,3,-50.0,1,0
CustomerId_2153,33,1,500.0,1,0
CustomerId_2154,2,127,307922.0,1,0
CustomerId_2155,75,5,19000.0,0,1
CustomerId_2156,59,8,4060.0,0,1
CustomerId_2157,42,1,1000.0,0,1
CustomerId_2158,86,3,225000.0,0,1
CustomerId_2159,36,3,4000.0,1,0
CustomerId_2165,56,3,3750.0,0,1
CustomerId_2166,42,1,50000.0,0,1
CustomerId_2167,26,10,40000.0,1,0
CustomerId_2169,1,4,127000.0,1,0
CustomerId_2170,15,2,4000.0,1,0
CustomerId_2171,2,17,60000.0,1,0
CustomerId_2172,2,9,8990.0,1,0
CustomerId_2173,5,7,39000.0,1,0
CustomerId_2175,20,6,20000.0,1,0
CustomerId_2176,29,3,9780.0,1,0
CustomerId_2178,17,25,361973.0,1,0
CustomerId_2179,85,2,1000.0,0,1
CustomerId_2181,76,1,1000.0,0,1
CustomerId_2183,75,7,19000.0,0,1
CustomerId_2184,59,6,338.0,0,1
CustomerId_2186,1,94,160970.7,1,0
CustomerId_2187,4,37,45490.0,1,0
CustomerId_2188,78,8,3925.0,0,1
CustomerId_2190,36,1,1000.0,1,0
CustomerId_2191,64,3,42000.0,0,1
CustomerId_2192,12,4,10000.0,1,0
CustomerId_2198,66,1,100000.0,0,1
CustomerId_2204,9,7,217926.0,1,0
CustomerId_2205,19,8,116950.0,1,0
CustomerId_2206,54,6,19000.0,0,1
CustomerId_2207,82,1,5000.0,0,1
CustomerId_2211,54,9,79000.0,0,1
CustomerId_2212,5,22,114150.0,1,0
CustomerId_2213,1,47,234070.8,1,0
CustomerId_2214,1,147,1810259.0,1,0
CustomerId_2215,42,2,120000.0,0,1
CustomerId_2216,2,236,1867116.0,1,0
CustomerId_2217,1,13,50000.0,1,0
CustomerId_2218,4,1,2000.0,1,0
CustomerId_2219,75,5,11250.0,0,1
CustomerId_2221,3,68,508870.0,1,0
CustomerId_2223,33,5,20000.0,1,0
CustomerId_2224,89,9,29800.0,0,1
CustomerId_2226,14,1,10000.0,1,0
CustomerId_2227,35,1,1000.0,1,0
CustomerId_2230,1,32,140000.0,1,0
CustomerId_2231,5,5,20000.0,1,0
CustomerId_2232,47,6,19000.0,0,1
CustomerId_2233,2,148,242290.0,1,0
CustomerId_2239,47,5,19000.0,0,1
CustomerId_2243,47,7,29000.0,0,1
CustomerId_2244,4,1,1000.0,1,0
CustomerId_2245,87,1,10000.0,0,1
CustomerId_2246,66,21,17180.0,0,1
CustomerId_2247,80,20,13842.0,0,1
CustomerId_2250,12,8,50000.0,1,0
CustomerId_2253,55,17,9000.0,0,1
CustomerId_2254,86,1,2000.0,0,1
CustomerId_2256,57,2,2000.0,0,1
CustomerId_2258,55,6,19000.0,0,1
CustomerId_2260,1,22,110000.0,1,0
CustomerId_2261,20,2,4000.0,1,0
CustomerId_2262,41,11,69000.0,0,1
CustomerId_2263,8,6,9315.0,1,0
CustomerId_2265,74,9,20000.0,0,1
CustomerId_2266,2,77,23768355.5,1,0
CustomerId_2267,43,16,132561.0,0,1
CustomerId_2268,34,2,475.0,1,0
CustomerId_2269,54,6,19000.0,0,1
CustomerId_2272,75,8,21000.0,0,1
CustomerId_2273,8,17,158342.0,1,0
CustomerId_2275,72,1,1000.0,0,1
CustomerId_2276,4,73,48270.0,1,0
CustomerId_2277,12,5,20000.0,1,0
CustomerId_2279,33,7,40000.0,1,0
CustomerId_2280,62,1,1000.0,0,1
CustomerId_2281,1,7,1950.0,1,0
CustomerId_2282,10,7,-14800.0,1,0
CustomerId_2283,31,1,1000.0,1,0
CustomerId_2284,8,25,15465.0,1,0
CustomerId_2286,80,1,500.0,0,1
CustomerId_2287,54,11,116275.0,0,1
CustomerId_2288,1,70,271500.0,1,0
CustomerId_2289,1,21,50000.0,1,0
CustomerId_2290,90,5,20000.0,0,1
CustomerId_2291,75,4,500.0,0,1
CustomerId_2292,45,3,3058000.0,0,1
CustomerId_2294,67,15,23960.0,0,1
CustomerId_2295,27,4,5900.0,1,0
CustomerId_2296,1,4,2000.0,1,0
CustomerId_2297,5,19,21000.0,1,0
CustomerId_2298,81,21,134092.0,0,1
CustomerId_2299,30,7,20000.0,1,0
CustomerId_2300,53,2,975.0,0,1
CustomerId_2301,26,236,772123.1,1,0
CustomerId_2302,5,6,30000.0,1,0
CustomerId_2303,1,11,13074000.0,1,0
CustomerId_2305,12,3,4000.0,1,0
CustomerId_2306,3,61,201820.0,1,0
CustomerId_2307,6,4,2000.0,1,0
CustomerId_2308,2,144,144095.0,1,0
CustomerId_2309,30,1,10000.0,1,0
CustomerId_2310,20,9,40000.0,1,0
CustomerId_2311,51,13,6360.0,0,1
CustomerId_2313,5,7,40000.0,1,0
CustomerId_2315,5,25,100000.0,1,0
CustomerId_2317,90,1,1000.0,0,1
CustomerId_2321,23,26,42635.0,1,0
CustomerId_2322,4,5,20000.0,1,0
CustomerId_2323,16,14,31703.0,1,0
CustomerId_2324,64,162,520100.0,0,1
CustomerId_2325,16,11,730000.0,1,0
CustomerId_2326,16,9,17925.0,1,0
CustomerId_2327,47,4,9000.0,0,1
CustomerId_2328,6,5,20000.0,1,0
CustomerId_2329,5,31,336341.0,1,0
CustomerId_2330,20,5,20000.0,1,0
CustomerId_2332,36,15,49796.0,1,0
CustomerId_2333,38,1,1000.0,0,1
CustomerId_2334,47,4,9000.0,0,1
CustomerId_2335,61,1,5000.0,0,1
CustomerId_2336,55,4,9000.0,0,1
CustomerId_2338,5,7,40000.0,1,0
CustomerId_2340,26,6,2490.0,1,0
CustomerId_2341,66,5,-10500.0,0,1
CustomerId_2342,26,1,500.0,1,0
CustomerId_2343,1,64,127188.0,1,0
CustomerId_2344,60,3,74000.0,0,1
CustomerId_2345,47,6,19000.0,0,1
CustomerId_2346,74,2,11750.0,0,1
CustomerId_2347,23,1,20000.0,1,0
CustomerId_2348,19,37,95120.0,1,0
CustomerId_2349,33,484,1124929.5,1,0
CustomerId_2352,6,6,20000.0,1,0
CustomerId_2353,9,55,6279578.0,1,0
CustomerId_2356,42,1,5000.0,0,1
CustomerId_2357,89,1,2000.0,0,1
CustomerId_2359,6,3,110000.0,1,0
CustomerId_2360,56,25,45990.0,0,1
CustomerId_2361,29,1,1000.0,1,0
CustomerId_2362,53,4,950.0,0,1
CustomerId_2363,5,27,160000.0,1,0
CustomerId_2365,27,1,500.0,1,0
CustomerId_2366,69,6,1100000.0,0,1
CustomerId_2368,6,9,40000.0,1,0
CustomerId_2369,37,5,3700.0,0,1
CustomerId_2371,68,8,49000.0,0,1
CustomerId_2372,19,1,5000.0,1,0
CustomerId_2373,19,11,140800.0,1,0
CustomerId_2374,1,6,1450.0,1,0
CustomerId_2375,14,3,22000.0,1,0
CustomerId_2376,87,1,500.0,0,1
CustomerId_2381,66,11,6390.0,0,1
CustomerId_2384,2,8,28250.0,1,0
CustomerId_2386,45,3,78.0,0,1
CustomerId_2388,84,2,105000.0,0,1
CustomerId_2389,53,1,1000.0,0,1
CustomerId_2391,5,5,20000.0,1,0
CustomerId_2393,34,21,158800.0,1,0
CustomerId_2396,43,2,3250.0,0,1
CustomerId_2397,72,1,500.0,0,1
CustomerId_2398,75,1,50000.0,0,1
CustomerId_2400,47,8,44000.0,0,1
CustomerId_2401,6,14,76650.0,1,0
CustomerId_2402,33,19,17620.0,1,0
CustomerId_2403,1,21,80000.0,1,0
CustomerId_2404,75,5,5980.0,0,1
CustomerId_2405,7,1,2000.0,1,0
CustomerId_2406,9,22,18625.0,1,0
CustomerId_2407,68,6,2930.0,0,1
CustomerId_2408,47,7,59000.0,0,1
CustomerId_2409,42,1,1000.0,0,1
CustomerId_2414,6,34,220010.0,1,0
CustomerId_2415,26,1,5000.0,1,0
CustomerId_2416,45,57,114524.0,0,1
CustomerId_2417,3,124,1027145.2,1,0
CustomerId_2419,33,14,100000.0,1,0
CustomerId_2420,86,18,6900.0,0,1
CustomerId_2422,6,13,6095.0,1,0
CustomerId_2423,13,3,33980.0,1,0
CustomerId_2424,8,39,53320.0,1,0
CustomerId_2425,5,35,180000.0,1,0
CustomerId_2426,65,6,4175.0,0,1
CustomerId_2427,2,67,425200.0,1,0
CustomerId_2428,4,2,1000.0,1,0
CustomerId_2431,13,5,20000.0,1,0
CustomerId_2432,50,2,53000.0,0,1
CustomerId_2433,5,30,220000.0,1,0
CustomerId_2434,1,6,17900.0,1,0
CustomerId_2435,1,12,40000.0,1,0
CustomerId_2436,57,1,2500.0,0,1
CustomerId_2437,54,18,60000.0,0,1
CustomerId_2438,47,9,49000.0,0,1
CustomerId_2440,5,9,34950.0,1,0
CustomerId_2441,1,31,28735.0,1,0
CustomerId_2443,62,4,950.0,0,1
CustomerId_2444,36,1,1000.0,1,0
CustomerId_2445,25,55,17743762.0,1,0
CustomerId_2446,76,62,210623.0,0,1
CustomerId_2447,86,9,12600.0,0,1
CustomerId_2451,83,1,1000.0,0,1
CustomerId_2454,36,15,9980.0,1,0
CustomerId_2455,63,2,51000.0,0,1
CustomerId_2456,29,1,12000.0,1,0
CustomerId_2457,6,22,52817.0,1,0
CustomerId_2458,71,1,500.0,0,1
CustomerId_2459,24,399,818115.0,1,0
CustomerId_2461,52,7,5450.0,0,1
CustomerId_2462,6,5,20000.0,1,0
CustomerId_2463,85,7,6700.0,0,1
CustomerId_2465,54,1,1000.0,0,1
CustomerId_2468,71,2,1800.0,0,1
CustomerId_2469,6,28,120000.0,1,0
CustomerId_2470,37,2,20500.0,0,1
CustomerId_2471,2,2,1500.0,1,0
CustomerId_2474,6,11,40000.0,1,0
CustomerId_2477,41,310,611700.5,1,0
CustomerId_2480,16,1,10000.0,1,0
CustomerId_2481,5,6,20000.0,1,0
CustomerId_2482,36,10,-3835.0,1,0
CustomerId_2485,19,1,5000.0,1,0
CustomerId_2488,1,2,80000.0,1,0
CustomerId_2489,4,1,10000.0,1,0
CustomerId_2490,32,1,5000.0,1,0
CustomerId_2491,5,85,311200.0,1,0
CustomerId_2492,47,6,19000.0,0,1
CustomerId_2493,6,1,1000.0,1,0
CustomerId_2494,25,3,3900.0,1,0
CustomerId_2495,47,6,2950.0,0,1
CustomerId_2496,36,2,30000.0,1,0
CustomerId_2497,62,2,280500.0,0,1
CustomerId_2498,6,6,16850.0,1,0
CustomerId_2501,13,8,119000.0,1,0
CustomerId_2503,46,1,1500.0,0,1
CustomerId_2504,20,6,20000.0,1,0
CustomerId_2505,27,4,6000.0,1,0
CustomerId_2506,12,9,40000.0,1,0
CustomerId_2508,13,14,60000.0,1,0
CustomerId_2512,87,1,1000.0,0,1
CustomerId_2513,47,6,19000.0,0,1
CustomerId_2514,21,16,8950.0,1,0
CustomerId_2515,14,12,13470.0,1,0
CustomerId_2519,12,30,36115.0,1,0
CustomerId_2520,14,14,24050.0,1,0
CustomerId_2522,57,1,1000.0,0,1
CustomerId_2523,83,5,2980.0,0,1
CustomerId_2525,59,1,20000.0,0,1
CustomerId_2526,27,1,1000.0,1,0
CustomerId_2527,38,5,3980.0,0,1
CustomerId_2528,19,610,1695194.3,1,0
CustomerId_2529,19,63,137000.0,1,0
CustomerId_2530,61,12,24000.0,0,1
CustomerId_2531,3,133,188005.75,1,0
CustomerId_2532,1,1,10000.0,1,0
CustomerId_2534,75,1,1000.0,0,1
CustomerId_2535,59,14,195100.0,0,1
CustomerId_2536,33,1,500.0,1,0
CustomerId_2537,12,15,75526.0,1,0
CustomerId_2538,55,4,9000.0,0,1
CustomerId_2539,5,8,40000.0,1,0
CustomerId_2541,1,1,1000.0,1,0
CustomerId_2543,55,4,9000.0,0,1
CustomerId_2544,27,139,180485.0,1,0
CustomerId_2545,11,9,5800.0,1,0
CustomerId_2546,1,109,144740.0,1,0
CustomerId_2548,47,34,39001.0,0,1
CustomerId_2549,12,7,25000.0,1,0
CustomerId_2550,20,12,50000.0,1,0
CustomerId_2552,85,7,10504.0,0,1
CustomerId_2554,56,5,103450.0,0,1
CustomerId_2555,82,3,42500.0,0,1
CustomerId_2556,88,1,50000.0,0,1
CustomerId_2557,14,2,1500.0,1,0
CustomerId_2558,67,1,500.0,0,1
CustomerId_2559,36,1,1000.0,1,0
CustomerId_2560,5,5,20000.0,1,0
CustomerId_2561,2,1,40000.0,1,0
CustomerId_2562,1,21,200250.0,1,0
CustomerId_2564,5,35,164000.0,1,0
CustomerId_2565,1,4,1950.0,1,0
CustomerId_2569,58,10,5695.0,0,1
CustomerId_2570,55,1,500.0,0,1
CustomerId_2571,17,12,11890.0,1,0
CustomerId_2572,5,2,20000.0,1,0
CustomerId_2574,8,58,120022.5,1,0
CustomerId_2576,55,1,-5000.0,0,1
CustomerId_2577,83,7,130000.0,0,1
CustomerId_2579,26,1,1000.0,1,0
CustomerId_2580,62,9,22002.46,0,1
CustomerId_2582,61,6,40000.0,0,1
CustomerId_2584,21,4,142568.0,1,0
CustomerId_2587,1,2,31000.0,1,0
CustomerId_2588,55,175,403603.0,0,1
CustomerId_2589,69,17,70000.0,0,1
CustomerId_2591,41,1,10000.0,0,1
CustomerId_2592,6,6,40000.0,1,0
CustomerId_2594,35,3,1055000.0,1,0
CustomerId_2595,50,79,149819.0,0,1
CustomerId_2596,68,4,375.0,0,1
CustomerId_2597,16,3,4800.0,1,0
CustomerId_2598,86,17,22670.0,0,1
CustomerId_2599,33,6,20000.0,1,0
CustomerId_2600,32,1,-1000.0,1,0
CustomerId_2601,24,12,21830.0,1,0
CustomerId_2602,78,13,6300.0,0,1
CustomerId_2603,5,14,80000.0,1,0
CustomerId_2604,20,73,253434.0,1,0
CustomerId_2605,12,11,60000.0,1,0
CustomerId_2607,1,153,143400.0,1,0
CustomerId_2609,40,52,118630.0,0,1
CustomerId_2610,5,3,-50.0,1,0
CustomerId_2612,3,532,685635.45,1,0
CustomerId_2613,49,1,500.0,0,1
CustomerId_2614,34,7,40000.0,1,0
CustomerId_2615,35,13,29430.0,1,0
CustomerId_2616,3,5,1880.0,1,0
CustomerId_2617,12,10,60000.0,1,0
CustomerId_2618,54,6,19000.0,0,1
CustomerId_2619,27,1,500.0,1,0
CustomerId_2621,72,1,2000.0,0,1
CustomerId_2623,46,15,48548.0,0,1
CustomerId_2625,83,1,1000.0,0,1
CustomerId_2626,91,1,2000.0,0,1
CustomerId_2627,5,5,20000.0,1,0
CustomerId_2628,84,1,10000.0,0,1
CustomerId_2630,59,5,159000.0,0,1
CustomerId_2631,19,1,1000.0,1,0
CustomerId_2632,30,30,29935.0,1,0
CustomerId_2633,62,8,18980.0,0,1
CustomerId_2634,31,4,8500.0,1,0
CustomerId_2635,2,1,50.0,1,0
CustomerId_2636,23,1,82000.0,1,0
CustomerId_2637,55,7,39000.0,0,1
CustomerId_2638,5,5,20000.0,1,0
CustomerId_2639,17,6,5895.0,1,0
CustomerId_2641,4,9,55030.2,1,0
CustomerId_2642,24,21,11386.5,1,0
CustomerId_2643,6,151,589576.85,1,0
CustomerId_2644,1,10,3960.0,1,0
CustomerId_2645,89,2,1425.0,0,1
CustomerId_2647,27,57,49694.0,1,0
CustomerId_2648,24,3,-510.0,1,0
CustomerId_2649,1,359,956870.0,1,0
CustomerId_2651,15,44,67675.0,1,0
CustomerId_2652,65,2,2000.0,0,1
CustomerId_2653,35,6,40000.0,1,0
CustomerId_2654,71,11,7740.0,0,1
CustomerId_2655,6,1,1000.0,1,0
CustomerId_2656,21,5,310475.0,1,0
CustomerId_2659,11,61,111090.0,1,0
CustomerId_2662,2,115,992392.32,1,0
CustomerId_2663,6,7,4975.0,1,0
CustomerId_2664,1,9,30000.0,1,0
CustomerId_2665,57,21,43600.0,0,1
CustomerId_2666,37,1,2500.0,0,1
CustomerId_2667,62,3,74000.0,0,1
CustomerId_2668,86,4,4470.0,0,1
CustomerId_2669,80,3,990.0,0,1
CustomerId_2670,2,9,30000.0,1,0
CustomerId_2671,4,5,8411.0,1,0
CustomerId_2672,1,26,188257.25,1,0
CustomerId_2674,33,3,100500.0,1,0
CustomerId_2675,2,51,17815.0,1,0
CustomerId_2676,1,22,28300.0,1,0
CustomerId_2677,12,10,40000.0,1,0
CustomerId_2678,3,6,10000.0,1,0
CustomerId_2679,12,10,50000.0,1,0
CustomerId_2681,23,6,45000.0,1,0
CustomerId_2682,40,12,40000.0,0,1
CustomerId_2683,4,75,793386.0,1,0
CustomerId_2684,44,1,1000.0,0,1
CustomerId_2685,61,14,80000.0,0,1
CustomerId_2686,6,4,980.0,1,0
CustomerId_2687,19,5,20000.0,1,0
CustomerId_2689,6,23,115000.0,1,0
CustomerId_2690,61,1,1000.0,0,1
CustomerId_2691,3,5,11900.0,1,0
CustomerId_2693,6,7,4920.0,1,0
CustomerId_2694,36,1,1000.0,1,0
CustomerId_2696,1,265,215119.0,1,0
CustomerId_2697,1,53,31195.0,1,0
CustomerId_2698,46,1,500.0,0,1
CustomerId_2700,5,7,10200.0,1,0
CustomerId_2701,1,21,60000.0,1,0
CustomerId_2703,42,1,500000.0,0,1
CustomerId_2704,6,24,100000.0,1,0
CustomerId_2705,60,1,160000.0,0,1
CustomerId_2706,7,155,172524.0,1,0
CustomerId_2707,79,4,4464.9,0,1
CustomerId_2708,22,4,450.0,1,0
CustomerId_2709,75,14,8025.0,0,1
CustomerId_2710,2,174,670108.0,1,0
CustomerId_2712,24,1,500.0,1,0
CustomerId_2713,22,2,15000.0,1,0
CustomerId_2717,30,1,1000.0,1,0
CustomerId_2719,79,1,500.0,0,1
CustomerId_2720,55,6,19000.0,0,1
CustomerId_2722,46,4,37000.0,0,1
CustomerId_2723,81,4,4890.0,0,1
CustomerId_2724,38,1,20000.0,0,1
CustomerId_2727,13,4,5662.5,1,0
CustomerId_2728,1,586,1250976.6,1,0
CustomerId_2730,72,1,10000.0,0,1
CustomerId_2731,48,2,2000000.0,0,1
CustomerId_2732,38,1,1000.0,0,1
CustomerId_2733,12,9,40000.0,1,0
CustomerId_2734,54,4,20000.0,0,1
CustomerId_2735,2,17,12410.0,1,0
CustomerId_2736,32,8,57750.0,1,0
CustomerId_2737,1,14,50000.0,1,0
CustomerId_2738,5,22,64880.0,1,0
CustomerId_2739,2,61,363094.0,1,0
CustomerId_2740,47,4,3900.0,0,1
CustomerId_2741,51,1,1000.0,0,1
CustomerId_2742,81,1,1000.0,0,1
CustomerId_2743,24,83,182539.8,1,0
CustomerId_2745,54,23,75910.0,0,1
CustomerId_2746,6,16,49750.0,1,0
CustomerId_2747,69,14,123456.0,0,1
CustomerId_2749,4,19,54350.0,1,0
CustomerId_2750,2,31,63901.0,1,0
CustomerId_2751,39,2,580.0,0,1
CustomerId_2753,68,58,279001.0,0,1
CustomerId_2754,82,1,500.0,0,1
CustomerId_2756,12,13,60000.0,1,0
CustomerId_2757,47,9,39000.0,0,1
CustomerId_2758,6,8,50000.0,1,0
CustomerId_2759,6,6,24000.0,1,0
CustomerId_2760,47,6,19000.0,0,1
CustomerId_2761,30,7,40000.0,1,0
CustomerId_2762,61,12,15175.0,0,1
CustomerId_2764,4,9,-2000.0,1,0
CustomerId_2767,81,1,500.0,0,1
CustomerId_2769,56,3,2000.0,0,1
CustomerId_2771,29,1,1000.0,1,0
CustomerId_2772,5,67,73955.0,1,0
CustomerId_2773,2,27,27255.0,1,0
CustomerId_2774,16,229,667035.0,1,0
CustomerId_2775,22,21,133950.0,1,0
CustomerId_2776,52,15,239000.0,0,1
CustomerId_2777,33,6,20000.0,1,0
CustomerId_2778,12,5,20000.0,1,0
CustomerId_2782,6,47,172000.0,1,0
CustomerId_2783,55,10,16600.0,0,1
CustomerId_2785,47,6,19000.0,0,1
CustomerId_2786,40,6,7418.0,0,1
