CustomerId,transaction_count,total_amount,avg_amount,std_amount,min_amount,max_amount,total_value,fraud_count
CustomerId_2428,2,1000.0,500.0,0.0,500.0,500.0,1000,0
CustomerId_2431,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2432,2,53000.0,26500.0,33234.02,3000.0,50000.0,53000,0
CustomerId_2433,30,220000.0,7333.33,9411.41,-5000.0,20000.0,312000,0
CustomerId_2434,6,17900.0,2983.33,6908.01,-1000.0,17000.0,20100,0
CustomerId_2435,12,40000.0,3333.33,8679.48,-5000.0,20000.0,92000,0
CustomerId_2436,1,2500.0,2500.0,,2500.0,2500.0,2500,0
CustomerId_2437,18,60000.0,3333.33,7228.13,-5000.0,11700.0,123400,0
CustomerId_2438,9,49000.0,5444.44,6930.21,-5000.0,10000.0,71000,0
CustomerId_2440,9,34950.0,3883.33,6277.74,-2000.0,15000.0,55050,0
CustomerId_2441,31,28735.0,926.94,1964.3,-350.0,9000.0,30265,0
CustomerId_2443,4,950.0,237.5,962.09,-1000.0,1000.0,3050,0
CustomerId_2444,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2445,55,17743762.0,322613.85,1184937.51,-1000.0,8600000.0,17746182,2
CustomerId_2446,62,210623.0,3397.15,5502.02,-622.0,16000.0,214327,0
CustomerId_2447,9,12600.0,1400.0,1799.52,-150.0,5000.0,13400,0
CustomerId_2451,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2454,15,9980.0,665.33,866.62,-1000.0,3000.0,12910,0
CustomerId_2455,2,51000.0,25500.0,34648.23,1000.0,50000.0,51000,0
CustomerId_2456,1,12000.0,12000.0,,12000.0,12000.0,12000,0
CustomerId_2457,22,52817.0,2400.77,2423.36,-1000.0,5000.0,55983,0
CustomerId_2458,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2459,399,818115.0,2050.41,5421.23,-5000.0,50000.0,863349,0
CustomerId_2461,7,5450.0,778.57,410.14,-50.0,1000.0,5550,0
CustomerId_2462,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2463,7,6700.0,957.14,1198.76,-150.0,3000.0,7300,0
CustomerId_2465,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2468,2,1800.0,900.0,141.42,800.0,1000.0,1800,0
CustomerId_2469,28,120000.0,4285.71,6069.7,-5000.0,11000.0,182000,0
CustomerId_2470,2,20500.0,10250.0,13788.58,500.0,20000.0,20500,0
CustomerId_2471,2,1500.0,750.0,353.55,500.0,1000.0,1500,0
CustomerId_2474,11,40000.0,3636.36,5869.8,-5000.0,10000.0,62000,0
CustomerId_2477,310,611700.5,1973.23,5375.13,-5000.0,47000.0,676978,0
CustomerId_2480,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2481,6,20000.0,3333.33,6088.24,-5000.0,10000.0,32000,0
CustomerId_2482,10,-3835.0,-383.5,826.67,-1000.0,800.0,8235,0
CustomerId_2485,1,5000.0,5000.0,,5000.0,5000.0,5000,0
CustomerId_2488,2,80000.0,40000.0,0.0,40000.0,40000.0,80000,0
CustomerId_2489,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2490,1,5000.0,5000.0,,5000.0,5000.0,5000,0
CustomerId_2491,85,311200.0,3661.18,5418.09,-5000.0,11000.0,442462,0
CustomerId_2492,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2493,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2494,3,3900.0,1300.0,3235.74,-1000.0,5000.0,6100,0
CustomerId_2495,6,2950.0,491.67,842.86,-1000.0,1000.0,5050,0
CustomerId_2496,2,30000.0,15000.0,0.0,15000.0,15000.0,30000,0
CustomerId_2497,2,280500.0,140250.0,197636.35,500.0,280000.0,280500,0
CustomerId_2498,6,16850.0,2808.33,2745.98,-1000.0,5000.0,19150,0
CustomerId_2501,8,119000.0,14875.0,28612.87,-5000.0,80000.0,156250,0
CustomerId_2503,1,1500.0,1500.0,,1500.0,1500.0,1500,0
CustomerId_2504,6,20000.0,3333.33,6088.24,-5000.0,10000.0,32000,0
CustomerId_2505,4,6000.0,1500.0,1914.85,-1000.0,3000.0,8000,0
CustomerId_2506,9,40000.0,4444.44,6559.56,-5000.0,11000.0,62000,0
CustomerId_2508,14,60000.0,4285.71,6157.28,-5000.0,10000.0,92000,0
CustomerId_2512,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2513,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2514,16,8950.0,559.38,752.52,-1000.0,2000.0,11050,0
CustomerId_2515,12,13470.0,1122.5,3152.85,-1000.0,11000.0,15730,0
CustomerId_2519,30,36115.0,1203.83,1221.41,-125.0,5000.0,37285,0
CustomerId_2520,14,24050.0,1717.86,2097.65,-1000.0,5250.0,27050,0
CustomerId_2522,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2523,5,2980.0,596.0,1142.84,-1000.0,2000.0,5020,0
CustomerId_2525,1,20000.0,20000.0,,20000.0,20000.0,20000,0
CustomerId_2526,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2527,5,3980.0,796.0,456.16,-20.0,1000.0,4020,0
CustomerId_2528,610,1695194.3,2779.01,22872.84,-5000.0,508000.0,1868148,1
CustomerId_2529,63,137000.0,2174.6,4170.9,-5000.0,10000.0,199000,0
CustomerId_2530,12,24000.0,2000.0,3789.94,-5000.0,10000.0,36000,0
CustomerId_2531,133,188005.75,1413.58,2774.75,-5000.0,14000.0,218545,0
CustomerId_2532,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2534,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2535,14,195100.0,13935.71,28474.35,-5000.0,100000.0,216100,0
CustomerId_2536,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2537,15,75526.0,5035.07,7549.05,-5000.0,16000.0,113734,0
CustomerId_2538,4,9000.0,2250.0,6601.77,-5000.0,10000.0,21000,0
CustomerId_2539,8,40000.0,5000.0,6000.0,-5000.0,10000.0,52000,0
CustomerId_2541,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2543,4,9000.0,2250.0,6601.77,-5000.0,10000.0,21000,0
CustomerId_2544,139,180485.0,1298.45,1379.41,-250.0,9000.0,188035,0
CustomerId_2545,9,5800.0,644.44,1017.18,-1000.0,2000.0,8200,0
CustomerId_2546,109,144740.0,1327.89,2576.52,-5000.0,10000.0,161860,0
CustomerId_2548,34,39001.0,1147.09,2557.44,-5000.0,10008.0,51852,0
CustomerId_2549,7,25000.0,3571.43,5593.36,-5000.0,10000.0,37000,0
CustomerId_2550,12,50000.0,4166.67,5886.55,-5000.0,10000.0,72000,0
CustomerId_2552,7,10504.0,1500.57,956.03,-496.0,2000.0,14136,0
CustomerId_2554,5,103450.0,20690.0,29119.89,-2500.0,55000.0,108550,0
CustomerId_2555,3,42500.0,14166.67,23239.69,500.0,41000.0,42500,0
CustomerId_2556,1,50000.0,50000.0,,50000.0,50000.0,50000,0
CustomerId_2557,2,1500.0,750.0,353.55,500.0,1000.0,1500,0
CustomerId_2558,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2559,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2560,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2561,1,40000.0,40000.0,,40000.0,40000.0,40000,0
CustomerId_2562,21,200250.0,9535.71,24487.42,-1000.0,100000.0,202950,0
CustomerId_2564,35,164000.0,4685.71,6062.28,-5000.0,10000.0,246000,0
CustomerId_2565,4,1950.0,487.5,1297.67,-1000.0,2000.0,4050,0
CustomerId_2569,10,5695.0,569.5,874.37,-1000.0,2000.0,7905,0
CustomerId_2570,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2571,12,11890.0,990.83,1550.47,-1000.0,5000.0,14310,0
CustomerId_2572,2,20000.0,10000.0,0.0,10000.0,10000.0,20000,0
CustomerId_2574,58,120022.5,2069.35,6107.78,-1000.0,45700.0,127942,0
CustomerId_2576,1,-5000.0,-5000.0,,-5000.0,-5000.0,5000,0
CustomerId_2577,7,130000.0,18571.43,16681.9,5000.0,50000.0,130000,0
CustomerId_2579,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2580,9,22002.46,2444.72,3783.62,-1000.0,10000.0,27721,0
CustomerId_2582,6,40000.0,6666.67,9831.92,-5000.0,20000.0,60000,0
CustomerId_2584,4,142568.0,35642.0,70913.45,-1000.0,142000.0,144632,0
CustomerId_2587,2,31000.0,15500.0,13435.03,6000.0,25000.0,31000,0
CustomerId_2588,175,403603.0,2306.3,5428.69,-5000.0,30000.0,446167,0
CustomerId_2589,17,70000.0,4117.65,9013.69,-5000.0,20000.0,133400,0
CustomerId_2591,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2592,6,40000.0,6666.67,9831.92,-5000.0,20000.0,60000,0
CustomerId_2594,3,1055000.0,351666.67,548482.76,35000.0,985000.0,1055000,0
CustomerId_2595,79,149819.0,1896.44,4261.09,-1000.0,19000.0,156856,0
CustomerId_2596,4,375.0,93.75,821.68,-1000.0,900.0,2425,0
CustomerId_2597,3,4800.0,1600.0,2163.33,-200.0,4000.0,5200,0
CustomerId_2598,17,22670.0,1333.53,2362.46,-150.0,10000.0,23330,0
CustomerId_2599,6,20000.0,3333.33,7814.52,-5000.0,11000.0,42000,0
CustomerId_2600,1,-1000.0,-1000.0,,-1000.0,-1000.0,1000,0
CustomerId_2601,12,21830.0,1819.17,2231.95,-1000.0,5000.0,24170,0
CustomerId_2602,13,6300.0,484.62,747.81,-1000.0,2000.0,8700,0
CustomerId_2603,14,80000.0,5714.29,9019.8,-5000.0,20000.0,121400,0
CustomerId_2604,73,253434.0,3471.7,7678.31,-5000.0,33500.0,280326,0
CustomerId_2605,11,60000.0,5454.55,6202.64,-5000.0,10000.0,82000,0
CustomerId_2607,153,143400.0,937.25,1433.02,-1000.0,8000.0,151200,0
CustomerId_2609,52,118630.0,2281.35,9122.1,-5000.0,60000.0,133170,0
CustomerId_2610,3,-50.0,-16.67,1000.42,-1000.0,1000.0,2050,0
CustomerId_2612,532,685635.45,1288.79,4035.57,-5000.0,35000.0,742014,0
CustomerId_2613,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2614,7,40000.0,5714.29,6237.37,-5000.0,10000.0,52000,0
CustomerId_2615,13,29430.0,2263.85,3531.15,-1000.0,10000.0,31570,0
CustomerId_2616,5,1880.0,376.0,1151.47,-1000.0,2000.0,4120,0
CustomerId_2617,10,60000.0,6000.0,7241.85,-5000.0,16000.0,82000,0
CustomerId_2618,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2619,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2621,1,2000.0,2000.0,,2000.0,2000.0,2000,0
CustomerId_2623,15,48548.0,3236.53,4660.64,-1000.0,15000.0,53252,0
CustomerId_2625,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2626,1,2000.0,2000.0,,2000.0,2000.0,2000,0
CustomerId_2627,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2628,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2630,5,159000.0,31800.0,44144.08,-5000.0,80000.0,171000,0
CustomerId_2631,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2632,30,29935.0,997.83,2024.2,-1000.0,10000.0,33436,0
CustomerId_2633,8,18980.0,2372.5,3971.04,-1000.0,10000.0,21380,0
CustomerId_2634,4,8500.0,2125.0,5452.45,-2000.0,10000.0,19145,0
CustomerId_2635,1,50.0,50.0,,50.0,50.0,50,0
CustomerId_2636,1,82000.0,82000.0,,82000.0,82000.0,82000,0
CustomerId_2637,7,39000.0,5571.43,9431.46,-5000.0,20000.0,61000,0
CustomerId_2638,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2639,6,5895.0,982.5,1594.66,-1000.0,3000.0,8105,0
CustomerId_2641,9,55030.2,6114.47,8474.82,-1000.0,18000.0,61790,0
CustomerId_2642,21,11386.5,542.21,707.59,-87.5,1800.0,12212,0
CustomerId_2643,151,589576.85,3904.48,5392.51,-5000.0,20000.0,704857,0
CustomerId_2644,10,3960.0,396.0,321.88,-20.0,1000.0,4040,0
CustomerId_2645,2,1425.0,712.5,1113.69,-75.0,1500.0,1575,0
CustomerId_2647,57,49694.0,871.82,972.98,-240.0,5000.0,51226,0
CustomerId_2648,3,-510.0,-170.0,762.69,-1000.0,500.0,1510,0
CustomerId_2649,359,956870.0,2665.38,6455.16,-5000.0,50000.0,1519638,0
CustomerId_2651,44,67675.0,1538.07,4291.47,-1000.0,25000.0,70325,0
CustomerId_2652,2,2000.0,1000.0,0.0,1000.0,1000.0,2000,0
CustomerId_2653,6,40000.0,6666.67,8891.94,-5000.0,20000.0,52000,0
CustomerId_2654,11,7740.0,703.64,697.12,-100.0,2000.0,8190,0
CustomerId_2655,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2656,5,310475.0,62095.0,133113.02,-5000.0,300000.0,320525,1
CustomerId_2659,61,111090.0,1821.15,2637.14,-1000.0,10500.0,116310,0
CustomerId_2662,115,992392.32,8629.5,23309.07,-50000.0,115000.0,1435284,0
CustomerId_2663,7,4975.0,710.71,1077.41,-1000.0,2000.0,7025,0
CustomerId_2664,9,30000.0,3333.33,7176.35,-5000.0,10000.0,62000,0
CustomerId_2665,21,43600.0,2076.19,5171.9,-10000.0,10000.0,74200,0
CustomerId_2666,1,2500.0,2500.0,,2500.0,2500.0,2500,0
CustomerId_2667,3,74000.0,24666.67,47961.79,-5000.0,80000.0,86000,0
CustomerId_2668,4,4470.0,1117.5,867.12,-30.0,2000.0,4530,0
CustomerId_2669,3,990.0,330.0,294.45,-10.0,500.0,1010,0
CustomerId_2670,9,30000.0,3333.33,7262.92,-5000.0,11000.0,62000,0
CustomerId_2671,5,8411.0,1682.2,2127.57,-69.0,5000.0,9339,0
CustomerId_2672,26,188257.25,7240.66,16009.84,-1500.0,50000.0,198033,0
CustomerId_2674,3,100500.0,33500.0,28578.84,500.0,50000.0,100500,0
CustomerId_2675,51,17815.0,349.31,478.65,-1000.0,2000.0,21085,0
CustomerId_2676,22,28300.0,1286.36,1608.1,-1000.0,5000.0,31300,0
CustomerId_2677,10,40000.0,4000.0,6164.41,-5000.0,10000.0,62000,0
CustomerId_2678,6,10000.0,1666.67,5192.94,-5000.0,10000.0,22000,0
CustomerId_2679,10,50000.0,5000.0,6342.1,-5000.0,10000.0,72000,0
CustomerId_2681,6,45000.0,7500.0,6123.72,-5000.0,10000.0,55000,0
CustomerId_2682,12,40000.0,3333.33,4749.8,-5000.0,10000.0,52000,0
CustomerId_2683,75,793386.0,10578.48,13695.19,-5000.0,80000.0,853614,0
CustomerId_2684,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2685,14,80000.0,5714.29,9019.8,-5000.0,20000.0,121400,0
CustomerId_2686,4,980.0,245.0,959.22,-1000.0,1000.0,3020,0
CustomerId_2687,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2689,23,115000.0,5000.0,6075.29,-5000.0,10000.0,167000,0
CustomerId_2690,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2691,5,11900.0,2380.0,2433.52,-100.0,5000.0,12100,0
CustomerId_2693,7,4920.0,702.86,1261.34,-1000.0,3000.0,7080,0
CustomerId_2694,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2696,265,215119.0,811.77,1931.82,-1000.0,20000.0,226962,0
CustomerId_2697,53,31195.0,588.58,1631.59,-1000.0,10000.0,51885,0
CustomerId_2698,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2700,7,10200.0,1457.14,10633.1,-13000.0,13200.0,67790,0
CustomerId_2701,21,60000.0,2857.14,6010.7,-5000.0,11000.0,112000,0
CustomerId_2703,1,500000.0,500000.0,,500000.0,500000.0,500000,1
CustomerId_2704,24,100000.0,4166.67,5975.8,-5000.0,10000.0,152000,0
CustomerId_2705,1,160000.0,160000.0,,160000.0,160000.0,160000,0
CustomerId_2706,155,172524.0,1113.06,3436.94,-250.0,30000.0,181276,0
CustomerId_2707,4,4464.9,1116.22,894.4,-77.1,2000.0,4620,0
CustomerId_2708,4,450.0,112.5,856.71,-1000.0,1000.0,2550,0
CustomerId_2709,14,8025.0,573.21,814.12,-50.0,3000.0,8275,0
CustomerId_2710,174,670108.0,3851.2,12406.87,-5000.0,100000.0,797828,0
CustomerId_2712,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2713,2,15000.0,7500.0,3535.53,5000.0,10000.0,15000,0
CustomerId_2717,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2719,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2720,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2722,4,37000.0,9250.0,17442.76,-2000.0,35000.0,57000,0
CustomerId_2723,4,4890.0,1222.5,1530.59,-60.0,3000.0,5110,0
CustomerId_2724,1,20000.0,20000.0,,20000.0,20000.0,20000,0
CustomerId_2727,4,5662.5,1415.62,2649.16,-1000.0,5000.0,7838,0
CustomerId_2728,586,1250976.6,2134.77,5268.09,-10000.0,50000.0,1340378,0
CustomerId_2730,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2731,2,2000000.0,1000000.0,0.0,1000000.0,1000000.0,2000000,0
CustomerId_2732,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2733,9,40000.0,4444.44,6559.56,-5000.0,11000.0,62000,0
CustomerId_2734,4,20000.0,5000.0,9695.36,-5000.0,16000.0,33200,0
CustomerId_2735,17,12410.0,730.0,798.16,-40.0,3000.0,12590,0
CustomerId_2736,8,57750.0,7218.75,11496.46,-5000.0,25000.0,70970,0
CustomerId_2737,14,50000.0,3571.43,7303.47,-5000.0,11000.0,102000,0
CustomerId_2738,22,64880.0,2949.09,2778.31,-1000.0,10000.0,67460,0
CustomerId_2739,61,363094.0,5952.36,38432.44,-5000.0,300000.0,417506,0
CustomerId_2740,4,3900.0,975.0,1844.59,-1000.0,3000.0,6100,0
CustomerId_2741,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2742,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2743,83,182539.8,2199.27,4075.59,-5000.0,20000.0,197629,0
CustomerId_2745,23,75910.0,3300.43,4901.06,-5000.0,10000.0,96490,0
CustomerId_2746,16,49750.0,3109.38,5769.64,-1000.0,20000.0,52250,0
CustomerId_2747,14,123456.0,8818.29,8442.36,-5000.0,18500.0,140209,0
CustomerId_2749,19,54350.0,2860.53,7997.81,-1000.0,34500.0,57151,0
CustomerId_2750,31,63901.0,2061.32,3218.27,-644.0,14000.0,68919,0
CustomerId_2751,2,580.0,290.0,20916.22,-14500.0,15080.0,29580,0
CustomerId_2753,58,279001.0,4810.36,10969.59,-5000.0,55000.0,531001,0
CustomerId_2754,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2756,13,60000.0,4615.38,6357.91,-5000.0,10000.0,92000,0
CustomerId_2757,9,39000.0,4333.33,6442.05,-5000.0,10000.0,61000,0
CustomerId_2758,8,50000.0,6250.0,6943.65,-5000.0,10000.0,70000,0
CustomerId_2759,6,24000.0,4000.0,6000.0,-5000.0,10000.0,36000,0
CustomerId_2760,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2761,7,40000.0,5714.29,8562.79,-5000.0,20000.0,53000,0
CustomerId_2762,12,15175.0,1264.58,1681.38,-175.0,5000.0,15825,0
CustomerId_2764,9,-2000.0,-222.22,19368.32,-40000.0,20000.0,125200,0
CustomerId_2767,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2769,3,2000.0,666.67,3785.94,-2000.0,5000.0,10000,0
CustomerId_2771,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2772,67,73955.0,1103.81,1950.84,-1000.0,10000.0,78445,0
CustomerId_2773,27,27255.0,1009.44,3722.06,-12000.0,12600.0,53855,0
CustomerId_2774,229,667035.0,2912.82,11458.17,-5000.0,120000.0,722584,0
CustomerId_2775,21,133950.0,6378.57,12155.15,-5000.0,50000.0,180050,0
CustomerId_2776,15,239000.0,15933.33,33274.76,-5000.0,80000.0,271000,0
CustomerId_2777,6,20000.0,3333.33,7814.52,-5000.0,11000.0,42000,0
CustomerId_2778,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2782,47,172000.0,3659.57,5203.91,-5000.0,10185.0,224790,0
CustomerId_2783,10,16600.0,1660.0,2117.3,-250.0,5000.0,17760,0
CustomerId_2785,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2786,6,7418.0,1236.33,2735.28,-1000.0,6600.0,9782,0
CustomerId_2787,33,23000.0,696.97,856.18,-1000.0,2100.0,27800,0
CustomerId_2788,1,20000.0,20000.0,,20000.0,20000.0,20000,0
CustomerId_2790,4,980.0,245.0,959.22,-1000.0,1000.0,3020,0
CustomerId_2791,1,2000.0,2000.0,,2000.0,2000.0,2000,0
CustomerId_2793,89,166765.75,1873.77,5394.19,-12944.0,23000.0,244892,0
CustomerId_2794,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2796,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2797,24,227873.0,9494.71,21173.86,-5000.0,100000.0,281907,0
CustomerId_2798,46,32885.0,714.89,953.52,-1000.0,5000.0,36916,0
CustomerId_2799,2,950.0,475.0,742.46,-50.0,1000.0,1050,0
CustomerId_2800,9,40000.0,4444.44,6463.57,-5000.0,10000.0,62000,0
CustomerId_2801,5,19000.0,3800.0,6685.81,-5000.0,10000.0,31000,0
CustomerId_2802,49,108865.0,2221.73,2105.53,-1000.0,10000.0,113135,0
CustomerId_2803,9,3960.0,440.0,1016.02,-1000.0,2000.0,8670,0
CustomerId_2804,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2806,4,188.0,47.0,755.27,-1000.0,600.0,2212,0
CustomerId_2807,29,134914.0,4652.21,7058.91,-10000.0,20000.0,186086,0
CustomerId_2808,12,12175.0,1014.58,1546.27,-250.0,5000.0,13825,0
CustomerId_2809,71,123270.6,1736.21,3295.09,-5000.0,20000.0,144781,0
CustomerId_2810,5,320000.0,64000.0,67026.11,-5000.0,160000.0,330000,0
CustomerId_2811,1,4000.0,4000.0,,4000.0,4000.0,4000,0
CustomerId_2812,2,25000.0,12500.0,3535.53,10000.0,15000.0,25000,0
CustomerId_2815,64,38535.0,602.11,682.03,-100.0,2000.0,42065,0
CustomerId_2816,225,235333.4,1045.93,1879.22,-750.1,16000.0,257337,0
CustomerId_2817,1,-10000.0,-10000.0,,-10000.0,-10000.0,10000,0
CustomerId_2818,94,173967.5,1850.72,2467.01,-10000.0,10000.0,202983,0
CustomerId_2820,15,-109909.0,-7327.27,41767.06,-115000.0,58500.0,425341,0
CustomerId_2822,15,146500.0,9766.67,13282.46,-5000.0,30000.0,177500,0
CustomerId_2824,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2825,4,8900.0,2225.0,3225.29,-1000.0,5000.0,11100,0
CustomerId_2826,1,14000.0,14000.0,,14000.0,14000.0,14000,0
CustomerId_2827,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2828,18,65000.0,3611.11,8297.26,-5000.0,20200.0,137400,0
CustomerId_2829,7,16000.0,2285.71,5154.75,-5000.0,10000.0,40000,0
CustomerId_2831,11,34000.0,3090.91,4013.59,-5000.0,10000.0,46000,0
CustomerId_2832,2,75000.0,37500.0,60104.08,-5000.0,80000.0,85000,0
CustomerId_2833,2,9378.0,4689.0,7510.89,-622.0,10000.0,11822,0
CustomerId_2834,1,-1000.0,-1000.0,,-1000.0,-1000.0,1000,0
CustomerId_2835,9,362750.0,40305.56,96573.14,-100000.0,121000.0,862750,0
CustomerId_2836,19,75000.0,3947.37,5183.16,-5000.0,10000.0,107500,0
CustomerId_2838,47,40622.32,864.3,930.33,-100.0,3000.0,43380,0
CustomerId_2839,4,2900.0,725.0,1517.4,-1000.0,2000.0,5100,0
CustomerId_2840,1,2000.0,2000.0,,2000.0,2000.0,2000,0
CustomerId_2841,1,500.0,500.0,,500.0,500.0,500,0
CustomerId_2843,12,19990.0,1665.83,3054.87,-1000.0,10000.0,22610,0
CustomerId_2844,23,121230.0,5270.87,6729.45,-5000.0,15000.0,133770,0
CustomerId_2845,133,719049.0,5406.38,8630.84,-5000.0,34000.0,1043761,0
CustomerId_2846,146,260191.0,1782.13,2887.58,-1000.0,30000.0,273809,0
CustomerId_2847,4,48500.0,12125.0,19262.98,-1000.0,40000.0,51500,0
CustomerId_2849,12,236226.0,19685.5,22636.35,-1629.0,52000.0,251824,0
CustomerId_2850,8,15308.0,1913.5,3762.56,-1000.0,10000.0,19442,0
CustomerId_2851,1,800.0,800.0,,800.0,800.0,800,0
CustomerId_2852,121,615808.0,5089.32,8649.41,-5000.0,40000.0,753422,0
CustomerId_2853,6,5700.0,950.0,1150.22,-100.0,2000.0,6300,0
CustomerId_2854,23,19725.0,857.61,1478.56,-1000.0,6000.0,22275,0
CustomerId_2855,10,60000.0,6000.0,5696.0,-5000.0,10000.0,72000,0
CustomerId_2857,46,33010.0,717.61,1113.6,-1000.0,5000.0,37590,0
CustomerId_2858,29,93400.0,3220.69,5493.97,-5000.0,20000.0,129800,0
CustomerId_2859,147,197124.72,1340.98,4060.61,-5000.0,10100.0,450232,0
CustomerId_2860,2,2000.0,1000.0,0.0,1000.0,1000.0,2000,0
CustomerId_2862,16,85778.0,5361.12,4808.47,-1000.0,10000.0,91386,0
CustomerId_2864,6,20000.0,3333.33,5988.88,-5000.0,10000.0,32000,0
CustomerId_2865,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2866,39,77380.0,1984.1,2259.07,-250.0,5000.0,83620,0
CustomerId_2868,2,1015.0,507.5,10.61,500.0,515.0,1015,0
CustomerId_2869,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2870,2,4900.0,2450.0,3606.24,-100.0,5000.0,5100,0
CustomerId_2871,16,18370.0,1148.12,1229.15,-40.0,4000.0,18630,0
CustomerId_2872,6,19000.0,3166.67,7626.71,-5000.0,10000.0,41000,0
CustomerId_2874,1,1000.0,1000.0,,1000.0,1000.0,1000,0
CustomerId_2875,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2876,399,1703040.0,4268.27,50183.18,-5000.0,1000000.0,1733648,0
CustomerId_2877,17,3899000.0,229352.94,523017.32,-1000.0,2000000.0,3901000,1
CustomerId_2878,9,40000.0,4444.44,6463.57,-5000.0,10000.0,62000,0
CustomerId_2879,28,18760.0,670.0,821.95,-150.0,3000.0,20240,0
CustomerId_2880,1,10000.0,10000.0,,10000.0,10000.0,10000,0
CustomerId_2881,4,4950.0,1237.5,2637.98,-1000.0,5000.0,7050,0
CustomerId_2883,82,325949.6,3975.0,8800.56,-5000.0,50000.0,388931,0
CustomerId_2884,9,4068.25,452.03,405.59,-31.75,1000.0,4202,0
CustomerId_2885,3,95500.0,31833.33,50424.04,500.0,90000.0,95500,0
CustomerId_2886,18,77000.0,4277.78,5431.99,-5000.0,10000.0,109000,0
CustomerId_2887,5,8800.0,1760.0,4109.28,-1000.0,9000.0,11200,0
CustomerId_2888,5,20000.0,4000.0,6745.37,-5000.0,10000.0,32000,0
CustomerId_2889,53,2415833.0,45581.75,34941.36,-5000.0,115000.0,2430307,0
